Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW09,1,2016,July,17.0,40.9,62.6,49.6
Staten Island,SI01,1,2016,July,19.1,39.9,67.4,49.7
Staten Island,SI02,1,2016,July,18.4,45.0,68.9,53.5
Staten Island,SI03,1,2016,July,19.5,47.4,73.6,56.7
Brooklyn North,BKN01,12,2016,June,14.4,43.3,46.4,44.5
Brooklyn North,BKN02,12,2016,June,17.9,34.9,54.3,40.6
Brooklyn North,BKN03,12,2016,June,11.2,31.4,40.3,35.0
Brooklyn North,BKN04,12,2016,June,13.7,32.6,58.2,43.0
Brooklyn North,BKN05,12,2016,June,9.5,23.0,39.8,29.8
Brooklyn North,BKN08,12,2016,June,15.3,42.9,52.9,46.9
Brooklyn North,BKN09,12,2016,June,11.7,32.3,41.0,35.6
Brooklyn North,BKN16,12,2016,June,8.2,21.6,31.5,25.6
Brooklyn North,BKN17,12,2016,June,12.8,28.4,56.1,38.9
Brooklyn South,BKS06,12,2016,June,29.7,48.5,81.5,58.3
Brooklyn South,BKS07,12,2016,June,22.3,60.0,65.6,62.1
Brooklyn South,BKS10,12,2016,June,24.6,57.0,72.0,62.7
Brooklyn South,BKS11,12,2016,June,17.8,49.7,61.8,54.3
Brooklyn South,BKS12,12,2016,June,14.3,47.3,41.3,44.9
Brooklyn South,BKS13,12,2016,June,13.2,40.9,48.9,44.4
Brooklyn South,BKS14,12,2016,June,14.1,35.6,51.4,41.0
Brooklyn South,BKS15,12,2016,June,17.6,50.1,59.7,53.8
Brooklyn South,BKS18,12,2016,June,15.0,42.9,66.6,51.3
Bronx,BX01,12,2016,June,6.8,21.1,24.6,22.7
Bronx,BX02,12,2016,June,13.3,37.9,53.2,44.5
Bronx,BX03,12,2016,June,10.6,31.1,41.1,35.5
Bronx,BX04,12,2016,June,10.9,30.5,44.5,36.6
Bronx,BX05,12,2016,June,12.0,30.7,52.4,40.2
Bronx,BX06,12,2016,June,14.0,37.7,44.1,40.5
Bronx,BX07,12,2016,June,13.6,36.0,58.1,45.7
Bronx,BX08,12,2016,June,20.5,49.7,78.7,59.6
Bronx,BX09,12,2016,June,9.7,23.1,41.1,30.5
Bronx,BX10,12,2016,June,18.0,43.1,64.1,51.1
Bronx,BX11,12,2016,June,13.9,35.6,53.3,42.3
Bronx,BX12,12,2016,June,16.2,35.3,72.5,49.4
Manhattan,MN01,12,2016,June,26.0,44.0,72.6,50.9
Manhattan,MN02,12,2016,June,24.4,37.6,80.0,47.8
Manhattan,MN03,12,2016,June,13.8,44.3,44.3,44.3
Manhattan,MN04,12,2016,June,22.1,32.4,80.2,43.9
Manhattan,MN05,12,2016,June,18.1,29.3,57.1,36.0
Manhattan,MN06,12,2016,June,21.3,32.9,71.8,42.2
Manhattan,MN07,12,2016,June,25.8,41.0,79.4,50.2
Manhattan,MN08,12,2016,June,25.2,40.7,78.6,49.9
Manhattan,MN09,12,2016,June,17.4,58.6,48.6,54.2
Manhattan,MN10,12,2016,June,14.4,39.6,55.5,46.5
Manhattan,MN11,12,2016,June,11.7,44.5,32.6,39.3
Manhattan,MN12,12,2016,June,15.6,45.7,58.5,51.3
Queens East,QE07,12,2016,June,17.4,48.0,60.9,52.9
Queens East,QE08,12,2016,June,15.3,29.7,50.3,35.8
Queens East,QE10,12,2016,June,21.1,43.6,86.7,59.0
Queens East,QE11,12,2016,June,20.8,62.5,86.1,70.9
Queens East,QE12,12,2016,June,13.6,36.4,64.8,49.4
Queens East,QE13,12,2016,June,17.0,40.4,89.8,58.0
Queens East,QE14,12,2016,June,11.2,30.8,39.7,34.1
Queens West,QW01,12,2016,June,19.5,51.4,72.3,59.3
Queens West,QW02,12,2016,June,19.1,51.9,68.6,58.2
Queens West,QW03,12,2016,June,13.9,32.8,57.8,42.3
Queens West,QW04,12,2016,June,13.7,34.9,53.3,41.9
Queens West,QW05,12,2016,June,23.7,48.9,84.5,62.4
Queens West,QW06,12,2016,June,20.1,30.1,71.3,40.0
Queens West,QW09,12,2016,June,18.2,41.9,73.7,54.0
Staten Island,SI01,12,2016,June,18.9,45.0,81.7,58.1
Staten Island,SI02,12,2016,June,18.3,49.7,81.3,60.9
Staten Island,SI03,12,2016,June,19.9,53.3,91.2,66.8
Brooklyn North,BKN01,9,2016,March,14.2,42.8,46.7,44.4
Brooklyn North,BKN02,9,2016,March,18.2,31.2,55.6,38.2
Brooklyn North,BKN03,9,2016,March,11.3,31.9,41.0,35.6
Brooklyn North,BKN04,9,2016,March,13.9,31.5,62.1,44.1
Brooklyn North,BKN05,9,2016,March,9.7,23.6,41.0,30.7
Brooklyn North,BKN08,9,2016,March,15.4,41.9,54.9,47.2
Brooklyn North,BKN09,9,2016,March,11.7,28.2,40.9,32.8
Brooklyn North,BKN16,9,2016,March,8.2,21.9,32.0,26.0
Brooklyn North,BKN17,9,2016,March,13.5,27.0,56.4,37.7
Brooklyn South,BKS06,9,2016,March,29.6,44.4,83.3,55.5
Brooklyn South,BKS07,9,2016,March,20.7,44.9,67.6,53.2
Brooklyn South,BKS10,9,2016,March,24.9,51.7,73.6,59.7
Brooklyn South,BKS11,9,2016,March,18.0,44.0,61.3,50.3
Brooklyn South,BKS12,9,2016,March,14.9,50.6,42.3,47.2
Brooklyn South,BKS13,9,2016,March,13.8,39.7,49.9,44.3
Brooklyn South,BKS14,9,2016,March,15.4,31.6,53.3,38.4
Brooklyn South,BKS15,9,2016,March,18.2,46.3,58.9,50.9
Brooklyn South,BKS18,9,2016,March,15.3,31.4,56.7,39.5
Bronx,BX01,9,2016,March,6.5,19.2,23.2,21.0
Bronx,BX02,9,2016,March,12.6,33.2,49.8,40.7
Bronx,BX03,9,2016,March,9.9,26.8,37.8,31.8
Bronx,BX04,9,2016,March,11.1,28.6,44.1,35.6
Bronx,BX05,9,2016,March,11.8,28.9,49.4,38.1
Bronx,BX06,9,2016,March,13.9,34.7,39.3,36.8
Bronx,BX07,9,2016,March,13.3,32.3,55.7,42.8
Bronx,BX08,9,2016,March,20.2,39.5,76.1,51.0
Bronx,BX09,9,2016,March,9.3,22.5,39.4,29.4
Bronx,BX10,9,2016,March,18.0,38.9,64.6,48.2
Bronx,BX11,9,2016,March,14.2,32.4,52.5,39.7
Bronx,BX12,9,2016,March,16.5,32.2,70.9,46.3
Manhattan,MN01,9,2016,March,27.7,46.4,68.5,52.0
Manhattan,MN02,9,2016,March,25.8,38.9,74.6,48.1
Manhattan,MN03,9,2016,March,14.1,42.6,42.7,42.6
Manhattan,MN04,9,2016,March,22.5,32.5,73.1,42.9
Manhattan,MN05,9,2016,March,19.8,31.3,56.5,37.8
Manhattan,MN06,9,2016,March,22.7,34.1,69.9,43.3
Manhattan,MN07,9,2016,March,27.1,42.7,73.7,50.7
Manhattan,MN08,9,2016,March,26.5,42.9,72.4,50.5
Manhattan,MN09,9,2016,March,17.5,55.6,44.7,50.7
Manhattan,MN10,9,2016,March,14.5,38.6,51.2,44.2
Manhattan,MN11,9,2016,March,11.6,41.0,32.7,37.2
Manhattan,MN12,9,2016,March,15.8,42.6,57.0,49.1
Queens East,QE07,9,2016,March,18.2,44.7,62.1,51.0
Queens East,QE08,9,2016,March,16.3,28.9,52.2,35.5
Queens East,QE10,9,2016,March,21.7,34.6,77.9,48.5
Queens East,QE11,9,2016,March,22.5,48.1,79.8,58.3
Queens East,QE12,9,2016,March,14.5,33.6,64.9,46.7
Queens East,QE13,9,2016,March,18.4,33.1,78.8,47.7
Queens East,QE14,9,2016,March,11.3,29.0,36.3,31.6
Queens West,QW01,9,2016,March,19.5,44.2,72.6,54.5
Queens West,QW02,9,2016,March,19.8,47.3,69.7,55.5
Queens West,QW03,9,2016,March,14.4,30.3,58.0,40.4
Queens West,QW04,9,2016,March,13.8,30.9,52.4,38.7
Queens West,QW05,9,2016,March,24.2,46.1,81.1,58.8
Queens West,QW06,9,2016,March,20.7,30.2,66.2,39.5
Queens West,QW09,9,2016,March,19.1,39.5,72.5,51.5
Staten Island,SI01,9,2016,March,19.3,35.6,70.8,46.8
Staten Island,SI02,9,2016,March,20.4,40.6,73.2,51.0
Staten Island,SI03,9,2016,March,21.3,43.2,76.8,53.9
Brooklyn North,BKN01,11,2016,May,14.8,44.4,47.5,45.6
Brooklyn North,BKN02,11,2016,May,17.7,33.2,54.5,39.5
Brooklyn North,BKN03,11,2016,May,11.0,31.4,39.2,34.6
Brooklyn North,BKN04,11,2016,May,13.6,31.2,59.6,42.7
Brooklyn North,BKN05,11,2016,May,9.3,22.0,39.7,29.2
Brooklyn North,BKN08,11,2016,May,15.2,41.2,53.9,46.4
Brooklyn North,BKN09,11,2016,May,11.5,32.1,40.2,35.2
Brooklyn North,BKN16,11,2016,May,8.2,21.0,32.5,25.7
Brooklyn North,BKN17,11,2016,May,12.8,28.9,55.7,39.1
Brooklyn South,BKS06,11,2016,May,30.5,48.4,84.8,59.1
Brooklyn South,BKS07,11,2016,May,22.8,60.9,67.1,63.3
Brooklyn South,BKS10,11,2016,May,25.3,55.6,74.0,62.6
Brooklyn South,BKS11,11,2016,May,18.2,48.1,62.3,53.5
Brooklyn South,BKS12,11,2016,May,15.4,51.9,43.2,48.4
Brooklyn South,BKS13,11,2016,May,13.3,40.4,50.0,44.6
Brooklyn South,BKS14,11,2016,May,15.0,37.3,54.2,43.1
Brooklyn South,BKS15,11,2016,May,17.8,50.1,61.5,54.4
Brooklyn South,BKS18,11,2016,May,14.9,42.0,66.7,50.8
Bronx,BX01,11,2016,May,6.5,19.0,25.3,21.8
Bronx,BX02,11,2016,May,12.3,31.4,54.2,41.4
Bronx,BX03,11,2016,May,9.7,26.1,41.3,32.7
Bronx,BX04,11,2016,May,10.7,28.1,45.8,35.8
Bronx,BX05,11,2016,May,11.6,28.5,52.4,39.0
Bronx,BX06,11,2016,May,13.8,37.1,41.1,38.8
Bronx,BX07,11,2016,May,13.1,32.6,58.8,44.0
Bronx,BX08,11,2016,May,20.0,47.5,78.6,58.2
Bronx,BX09,11,2016,May,9.1,21.4,38.6,28.4
Bronx,BX10,11,2016,May,17.7,41.5,65.8,50.8
Bronx,BX11,11,2016,May,13.8,35.2,53.5,42.2
Bronx,BX12,11,2016,May,15.6,34.0,69.8,47.6
Manhattan,MN01,11,2016,May,26.2,43.7,74.0,51.0
Manhattan,MN02,11,2016,May,25.2,38.6,82.4,49.1
Manhattan,MN03,11,2016,May,13.9,43.6,43.6,43.6
Manhattan,MN04,11,2016,May,22.7,33.4,81.9,45.1
Manhattan,MN05,11,2016,May,19.2,31.1,60.5,38.2
Manhattan,MN06,11,2016,May,22.1,33.9,75.9,44.0
Manhattan,MN07,11,2016,May,26.6,42.7,79.3,51.5
Manhattan,MN08,11,2016,May,26.0,42.6,79.6,51.5
Manhattan,MN09,11,2016,May,17.8,59.2,47.8,54.2
Manhattan,MN10,11,2016,May,14.2,37.5,55.2,45.2
Manhattan,MN11,11,2016,May,11.4,42.7,32.9,38.4
Manhattan,MN12,11,2016,May,15.9,45.0,60.4,51.7
Queens East,QE07,11,2016,May,17.5,48.0,62.4,53.5
Queens East,QE08,11,2016,May,15.4,30.1,49.7,35.9
Queens East,QE10,11,2016,May,20.6,44.4,85.0,58.8
Queens East,QE11,11,2016,May,20.9,63.3,86.2,71.4
Queens East,QE12,11,2016,May,13.5,37.7,62.3,49.0
Queens East,QE13,11,2016,May,16.9,41.4,87.3,57.7
Queens East,QE14,11,2016,May,11.3,31.8,38.7,34.4
Queens West,QW01,11,2016,May,19.4,50.1,73.6,59.0
Queens West,QW02,11,2016,May,19.1,52.4,67.9,58.3
Queens West,QW03,11,2016,May,13.7,32.1,57.8,41.9
Queens West,QW04,11,2016,May,13.3,33.2,52.7,40.6
Queens West,QW05,11,2016,May,24.1,49.3,83.1,62.2
Queens West,QW06,11,2016,May,20.1,30.1,71.3,40.0
Queens West,QW09,11,2016,May,18.2,41.7,72.7,53.5
Staten Island,SI01,11,2016,May,18.8,45.6,79.1,57.5
Staten Island,SI02,11,2016,May,18.7,51.5,79.8,61.6
Staten Island,SI03,11,2016,May,19.4,53.9,84.1,64.6
Brooklyn North,BKN01,5,2016,November,13.5,46.8,39.9,43.7
Brooklyn North,BKN02,5,2016,November,17.3,31.2,52.8,37.1
Brooklyn North,BKN03,5,2016,November,10.1,33.8,33.6,33.7
Brooklyn North,BKN04,5,2016,November,12.5,34.0,50.7,41.6
Brooklyn North,BKN05,5,2016,November,9.0,25.4,35.1,29.8
Brooklyn North,BKN08,5,2016,November,14.5,46.2,46.9,46.5
Brooklyn North,BKN09,5,2016,November,10.9,29.8,42.2,34.0
Brooklyn North,BKN16,5,2016,November,7.9,24.3,28.5,26.2
Brooklyn North,BKN17,5,2016,November,12.3,28.0,58.5,38.4
Brooklyn South,BKS06,5,2016,November,31.0,46.2,78.9,55.2
Brooklyn South,BKS07,5,2016,November,20.3,44.9,74.2,54.9
Brooklyn South,BKS10,5,2016,November,25.6,54.2,74.2,61.1
Brooklyn South,BKS11,5,2016,November,16.6,45.2,64.6,51.8
Brooklyn South,BKS12,5,2016,November,13.4,53.4,33.8,44.5
Brooklyn South,BKS13,5,2016,November,12.2,39.4,41.2,40.1
Brooklyn South,BKS14,5,2016,November,13.4,32.1,47.5,36.9
Brooklyn South,BKS15,5,2016,November,16.5,46.6,60.8,51.4
Brooklyn South,BKS18,5,2016,November,13.7,32.2,55.6,39.6
Bronx,BX01,5,2016,November,5.9,17.2,22.4,19.4
Bronx,BX02,5,2016,November,10.1,25.6,42.9,33.2
Bronx,BX03,5,2016,November,8.3,23.1,33.1,27.4
Bronx,BX04,5,2016,November,9.8,27.1,39.0,32.3
Bronx,BX05,5,2016,November,10.9,26.9,47.3,35.8
Bronx,BX06,5,2016,November,12.9,33.3,37.1,35.0
Bronx,BX07,5,2016,November,12.2,30.1,52.9,40.1
Bronx,BX08,5,2016,November,19.8,43.5,73.6,53.0
Bronx,BX09,5,2016,November,8.2,23.0,32.2,27.2
Bronx,BX10,5,2016,November,18.0,41.5,68.6,50.7
Bronx,BX11,5,2016,November,12.8,33.3,52.8,40.0
Bronx,BX12,5,2016,November,14.7,32.4,71.6,45.8
Manhattan,MN01,5,2016,November,26.8,45.2,70.0,50.9
Manhattan,MN02,5,2016,November,24.0,36.5,74.6,45.2
Manhattan,MN03,5,2016,November,13.2,42.5,38.2,40.6
Manhattan,MN04,5,2016,November,21.5,32.0,74.2,41.7
Manhattan,MN05,5,2016,November,19.0,30.8,57.0,36.8
Manhattan,MN06,5,2016,November,21.3,33.0,69.0,41.3
Manhattan,MN07,5,2016,November,25.7,41.2,74.3,48.7
Manhattan,MN08,5,2016,November,25.4,41.7,74.8,49.3
Manhattan,MN09,5,2016,November,16.7,54.5,45.1,50.4
Manhattan,MN10,5,2016,November,12.9,36.0,45.3,40.1
Manhattan,MN11,5,2016,November,11.0,41.2,30.0,36.3
Manhattan,MN12,5,2016,November,14.8,42.0,53.9,47.2
Queens East,QE07,5,2016,November,16.3,45.2,61.6,50.8
Queens East,QE08,5,2016,November,14.1,26.7,43.3,31.3
Queens East,QE10,5,2016,November,24.3,35.6,74.6,47.9
Queens East,QE11,5,2016,November,18.6,46.4,70.3,53.9
Queens East,QE12,5,2016,November,12.5,32.4,62.8,44.5
Queens East,QE13,5,2016,November,15.8,32.2,74.9,45.7
Queens East,QE14,5,2016,November,10.5,30.1,37.5,32.6
Queens West,QW01,5,2016,November,19.3,47.3,84.4,60.0
Queens West,QW02,5,2016,November,19.4,51.4,77.6,60.3
Queens West,QW03,5,2016,November,13.3,31.2,61.3,41.5
Queens West,QW04,5,2016,November,12.9,32.8,54.0,40.0
Queens West,QW05,5,2016,November,24.9,47.3,83.2,59.5
Queens West,QW06,5,2016,November,20.2,28.6,74.3,39.1
Queens West,QW09,5,2016,November,16.6,39.6,74.8,51.6
Staten Island,SI01,5,2016,November,18.8,37.4,63.4,45.6
Staten Island,SI02,5,2016,November,17.4,41.7,64.1,48.7
Staten Island,SI03,5,2016,November,18.1,44.1,66.6,51.2
Brooklyn North,BKN01,4,2016,October,14.0,49.9,41.0,45.8
Brooklyn North,BKN02,4,2016,October,18.0,32.8,53.9,38.6
Brooklyn North,BKN03,4,2016,October,10.5,35.3,34.9,35.1
Brooklyn North,BKN04,4,2016,October,13.0,35.5,52.4,43.2
Brooklyn North,BKN05,4,2016,October,9.1,26.6,34.8,30.3
Brooklyn North,BKN08,4,2016,October,14.9,46.9,48.2,47.5
Brooklyn North,BKN09,4,2016,October,11.1,29.9,43.4,34.5
Brooklyn North,BKN16,4,2016,October,8.1,24.9,29.7,27.1
Brooklyn North,BKN17,4,2016,October,12.9,28.9,62.1,40.3
Brooklyn South,BKS06,4,2016,October,29.8,45.9,85.6,56.8
Brooklyn South,BKS07,4,2016,October,20.1,45.2,77.8,56.3
Brooklyn South,BKS10,4,2016,October,24.5,55.3,79.2,63.4
Brooklyn South,BKS11,4,2016,October,17.6,47.6,68.7,54.8
Brooklyn South,BKS12,4,2016,October,14.0,53.7,38.1,46.6
Brooklyn South,BKS13,4,2016,October,13.9,39.8,53.3,45.7
Brooklyn South,BKS14,4,2016,October,14.5,32.4,55.7,39.8
Brooklyn South,BKS15,4,2016,October,17.3,48.5,64.5,54.0
Brooklyn South,BKS18,4,2016,October,14.5,33.6,60.2,42.0
Bronx,BX01,4,2016,October,6.3,18.8,23.3,20.8
Bronx,BX02,4,2016,October,11.6,30.2,48.7,38.3
Bronx,BX03,4,2016,October,8.6,24.5,33.0,28.2
Bronx,BX04,4,2016,October,10.1,28.0,39.9,33.2
Bronx,BX05,4,2016,October,11.1,27.8,47.5,36.4
Bronx,BX06,4,2016,October,13.4,32.9,35.9,34.2
Bronx,BX07,4,2016,October,12.7,31.8,54.3,41.6
Bronx,BX08,4,2016,October,19.7,44.8,76.6,54.9
Bronx,BX09,4,2016,October,8.9,25.2,34.8,29.5
Bronx,BX10,4,2016,October,18.2,43.0,72.3,53.0
Bronx,BX11,4,2016,October,13.9,35.9,57.7,43.3
Bronx,BX12,4,2016,October,15.8,33.8,78.7,49.1
Manhattan,MN01,4,2016,October,26.5,44.0,72.6,50.6
Manhattan,MN02,4,2016,October,24.8,37.3,77.6,46.5
Manhattan,MN03,4,2016,October,13.9,44.4,40.7,42.8
Manhattan,MN04,4,2016,October,22.6,33.5,78.5,43.8
Manhattan,MN05,4,2016,October,19.4,31.6,57.4,37.6
Manhattan,MN06,4,2016,October,22.6,35.0,73.3,43.8
Manhattan,MN07,4,2016,October,26.1,41.4,75.3,49.2
Manhattan,MN08,4,2016,October,25.6,41.4,76.1,49.4
Manhattan,MN09,4,2016,October,16.3,54.0,45.9,50.5
Manhattan,MN10,4,2016,October,13.9,38.5,48.5,42.9
Manhattan,MN11,4,2016,October,11.1,41.0,30.7,36.5
Manhattan,MN12,4,2016,October,15.7,44.5,56.6,49.8
Queens East,QE07,4,2016,October,17.2,47.5,65.6,53.7
Queens East,QE08,4,2016,October,15.2,28.4,47.3,33.6
Queens East,QE10,4,2016,October,18.9,37.1,73.5,48.5
Queens East,QE11,4,2016,October,21.1,52.3,80.4,61.1
Queens East,QE12,4,2016,October,13.1,34.5,65.0,46.6
Queens East,QE13,4,2016,October,17.1,35.6,79.6,49.5
Queens East,QE14,4,2016,October,10.9,30.6,40.2,33.9
Queens West,QW01,4,2016,October,19.2,49.4,79.8,59.8
Queens West,QW02,4,2016,October,19.3,52.5,74.9,60.1
Queens West,QW03,4,2016,October,13.5,31.4,63.0,42.2
Queens West,QW04,4,2016,October,13.4,33.1,58.3,41.7
Queens West,QW05,4,2016,October,24.3,48.1,85.8,61.0
Queens West,QW06,4,2016,October,20.3,30.3,69.6,39.3
Queens West,QW09,4,2016,October,17.3,41.0,79.0,53.9
Staten Island,SI01,4,2016,October,18.4,39.3,69.2,48.7
Staten Island,SI02,4,2016,October,19.2,45.5,71.0,53.5
Staten Island,SI03,4,2016,October,20.0,47.2,76.4,56.4
Brooklyn North,BKN01,3,2016,September,14.4,51.4,42.2,47.2
Brooklyn North,BKN02,3,2016,September,17.5,32.4,53.6,38.2
Brooklyn North,BKN03,3,2016,September,10.7,35.6,35.7,35.7
Brooklyn North,BKN04,3,2016,September,13.1,35.1,53.7,43.5
Brooklyn North,BKN05,3,2016,September,9.3,26.9,36.2,31.1
Brooklyn North,BKN08,3,2016,September,14.9,46.6,49.9,48.1
Brooklyn North,BKN09,3,2016,September,11.4,30.2,45.4,35.4
Brooklyn North,BKN16,3,2016,September,8.4,25.5,30.8,27.9
Brooklyn North,BKN17,3,2016,September,13.3,28.8,65.8,41.4
Brooklyn South,BKS06,3,2016,September,28.0,45.6,82.3,55.7
Brooklyn South,BKS07,3,2016,September,20.5,47.4,76.5,57.3
Brooklyn South,BKS10,3,2016,September,24.2,57.7,79.8,65.2
Brooklyn South,BKS11,3,2016,September,17.7,48.8,67.1,55.0
Brooklyn South,BKS12,3,2016,September,14.9,59.6,37.9,49.7
Brooklyn South,BKS13,3,2016,September,12.9,40.4,45.2,42.5
Brooklyn South,BKS14,3,2016,September,14.0,33.3,52.3,39.3
Brooklyn South,BKS15,3,2016,September,17.7,50.0,64.5,54.9
Brooklyn South,BKS18,3,2016,September,14.8,33.7,62.7,42.8
Bronx,BX01,3,2016,September,6.4,19.7,23.0,21.1
Bronx,BX02,3,2016,September,12.1,32.0,50.0,39.9
Bronx,BX03,3,2016,September,8.8,25.2,33.4,28.8
Bronx,BX04,3,2016,September,10.0,27.7,39.7,32.9
Bronx,BX05,3,2016,September,11.2,28.2,47.8,36.7
Bronx,BX06,3,2016,September,12.6,34.9,37.4,36.0
Bronx,BX07,3,2016,September,12.9,33.2,54.5,42.5
Bronx,BX08,3,2016,September,20.1,45.6,79.2,56.3
Bronx,BX09,3,2016,September,9.1,26.2,35.5,30.4
Bronx,BX10,3,2016,September,18.3,42.7,75.3,53.8
Bronx,BX11,3,2016,September,14.0,35.3,60.1,43.7
Bronx,BX12,3,2016,September,16.3,34.8,81.3,50.7
Manhattan,MN01,3,2016,September,27.1,45.8,72.1,51.8
Manhattan,MN02,3,2016,September,24.2,37.4,75.4,46.1
Manhattan,MN03,3,2016,September,13.8,45.8,40.2,43.3
Manhattan,MN04,3,2016,September,22.3,33.0,77.6,43.2
Manhattan,MN05,3,2016,September,18.6,30.5,55.0,36.1
Manhattan,MN06,3,2016,September,22.6,35.2,73.3,43.9
Manhattan,MN07,3,2016,September,26.4,43.1,73.9,50.1
Manhattan,MN08,3,2016,September,25.7,42.3,73.9,49.6
Manhattan,MN09,3,2016,September,16.4,58.1,44.9,52.3
Manhattan,MN10,3,2016,September,13.8,39.0,49.0,43.4
Manhattan,MN11,3,2016,September,11.5,42.8,31.1,37.7
Manhattan,MN12,3,2016,September,15.5,46.0,55.5,50.1
Queens East,QE07,3,2016,September,17.4,48.4,65.0,54.0
Queens East,QE08,3,2016,September,15.3,28.2,49.0,34.0
Queens East,QE10,3,2016,September,16.5,35.5,74.1,47.7
Queens East,QE11,3,2016,September,21.4,53.5,80.7,62.1
Queens East,QE12,3,2016,September,13.3,33.5,68.4,47.4
Queens East,QE13,3,2016,September,17.1,34.4,82.8,49.6
Queens East,QE14,3,2016,September,11.2,30.4,43.5,34.8
Queens West,QW01,3,2016,September,19.0,48.4,79.6,59.1
Queens West,QW02,3,2016,September,18.9,50.9,74.3,58.9
Queens West,QW03,3,2016,September,13.6,31.3,63.8,42.4
Queens West,QW04,3,2016,September,13.2,33.6,55.9,41.2
Queens West,QW05,3,2016,September,23.4,48.0,90.5,62.5
Queens West,QW06,3,2016,September,20.1,30.4,68.0,39.0
Queens West,QW09,3,2016,September,17.4,41.1,79.7,54.3
Staten Island,SI01,3,2016,September,18.7,39.5,71.7,49.7
Staten Island,SI02,3,2016,September,19.0,44.5,75.0,54.1
Staten Island,SI03,3,2016,September,20.3,48.2,79.5,58.1
